sales_key,customer_key,product_key,date_key,load_date,quantity,gross_revenue,returns_amount,net_revenue
ec4ec4512ca6,7777edf60436,1631ab9ec385,2020-10-04,2020-10-04,25,5362.75,0.0,5362.75
903a59f32393,1304f8229458,f57d831d5395,2024-02-29,2024-02-29,47,11926.91,0.0,11926.91
3128400d7cda,9625f3d68a9b,49ba8e93926a,2020-03-08,2020-03-08,45,28927.52,2082.78,26844.74
5c713e1093c4,145ddb49fa9d,7c1d13eeb983,2022-01-22,2022-01-22,35,847.32,0.0,847.32
c096a4942243,ec15ce5b25ea,256894ada995,2020-07-06,2020-07-06,43,14824.23,1482.42,13341.81
8fef318caa6f,cd29770f7454,c1ec1f84d61b,2020-09-14,2020-09-14,37,16112.34,0.0,16112.34
008ac4db1a36,3a132da25e89,65179f62f1ab,2024-05-04,2024-05-04,10,7930.24,0.0,7930.24
a07be0a794b3,a520194163eb,3515c88090a9,2021-05-28,2021-05-28,12,2241.17,0.0,2241.17
dfee76102395,adf911a10b5c,e5b0897fe847,2023-04-20,2023-04-20,21,12694.11,0.0,12694.11
6bb9976df7a6,0de81f645af8,fa32c1ea912e,2020-05-10,2020-05-10,31,21106.41,0.0,21106.41
10782439a62f,4c2776480458,779e6b2c55c8,2020-03-29,2020-03-29,47,36806.19,0.0,36806.19
56f6386165fc,961bf5ede0b3,fe88323aa47c,2022-09-07,2022-09-07,26,1611.87,0.0,1611.87
d71622cd314b,10147f67093e,a5c6a1018b87,2023-05-30,2023-05-30,10,781.34,0.0,781.34
668fc6143026,4e8f476340d2,5da6f21ae473,2023-05-08,2023-05-08,34,5163.33,0.0,5163.33
342b911aeb4e,0de81f645af8,c95958b24730,2023-08-26,2023-08-26,50,5537.78,0.0,5537.78
760d8870826f,d979cb42d1d3,78846e412796,2024-08-21,2024-08-21,30,15062.55,0.0,15062.55
06b4df88f212,723c02efaea9,5dae24f1c6b7,2020-11-08,2020-11-08,44,26830.24,0.0,26830.24
8a2682188496,8426030cf787,fa32c1ea912e,2024-02-22,2024-02-22,24,19389.12,0.0,19389.12
a8ed89ceb94f,fea9c201a72a,1f25906ddfd2,2020-09-07,2020-09-07,27,17525.31,0.0,17525.31
c9347dcc5986,db75c7a4efaf,726cea0fee93,2021-08-12,2021-08-12,39,19960.46,0.0,19960.46
0fb466431b3a,fc48f146d58b,ff1611f630b9,2024-10-01,2024-10-01,7,2464.8,0.0,2464.8
fead9f644c2c,459fa76a4b8d,3b0e4cfdd3b3,2024-09-26,2024-09-26,36,19837.87,0.0,19837.87
513fa29a8b9e,13440d248e91,568111613538,2023-09-09,2023-09-09,45,18327.44,0.0,18327.44
b54414fa8dc6,4aab89cd5624,ea01d2f0c612,2020-01-13,2020-01-13,12,5316.38,0.0,5316.38
86c5536fb9ed,f5be40b00429,459ae78ee6d3,2020-07-06,2020-07-06,48,16157.05,0.0,16157.05
32a3728479c8,b0d3c4c05f29,cfc5524e02f1,2021-10-26,2021-10-26,50,41690.45,3877.21,37813.24
89ca93ee0c20,d5426218f51d,e1ab9b5c54f9,2020-04-11,2020-04-11,44,1481.42,0.0,1481.42
48b769b81bdf,4ec165e38cb3,d7f53e733ed8,2021-03-17,2021-03-17,49,12930.66,0.0,12930.66
a5ef2deeef59,06da4359b5ca,b2058f1a72d0,2022-12-15,2022-12-15,43,14377.27,589.47,13787.8
b2b91a4f62e9,7cce95695253,1a6d32022bb8,2021-03-08,2021-05-09,50,26701.33,0.0,26701.33
79643b05585e,af17a1838886,0f83205e3d33,2022-02-17,2022-02-17,35,28444.37,0.0,28444.37
eaa88045a86c,c5571432badd,5ac038e72743,2024-10-30,2024-10-30,48,13140.12,170.82,12969.3
0c6015ccaec9,7aad796ebf79,3b0e4cfdd3b3,2023-03-20,2023-03-20,26,12792.75,0.0,12792.75
55d6b87d10a7,4e8f476340d2,3a56db8703f1,2024-06-29,2024-06-29,40,1551.14,0.0,1551.14
139b236d88e1,7c80be206f97,c1ec1f84d61b,2022-06-11,2022-06-11,38,18442.51,387.29,18055.22
96d8b6ea322e,4c2776480458,65179f62f1ab,2024-05-14,2024-05-14,11,6008.44,0.0,6008.44
ac5fa1f21aa7,ed7bea6d52a1,ea01d2f0c612,2021-12-20,2021-12-20,47,21598.85,0.0,21598.85
f38340d66d33,d53a1acc4d1a,2dd08ca9a60e,2020-12-21,2020-12-21,39,15245.5,0.0,15245.5
c32618202c59,0628f4421a6f,6d2dc4462eaa,2022-08-08,2022-08-08,49,15765.49,0.0,15765.49
8c8931aeebf3,6b240fd640b6,2c14f3f7e531,2023-07-03,2023-07-03,21,7789.36,0.0,7789.36
cc385b6ed699,770273d88b05,8b52d6236c09,2021-09-12,2021-09-12,18,10663.93,0.0,10663.93
29e710d3baec,9f931bb14d80,fe88323aa47c,2022-01-25,2022-01-25,19,964.16,126.3,837.86
321da20a54cd,00a8ecabd552,79f6d802ad89,2022-08-05,2022-08-05,38,4362.22,527.83,3834.39
d45b34627ba6,e1e46446797d,c95958b24730,2021-01-20,2021-01-20,21,2386.72,190.94,2195.78
233544a2ed07,8eaf256db9cb,46247c4d886d,2020-06-21,2020-06-21,33,18508.39,0.0,18508.39
fc42021c17a0,cebcfecb281d,76897cfa612c,2023-06-02,2023-06-02,11,6355.4,0.0,6355.4
08af85f7540e,28f75b816f29,ae0c1ea10474,2020-04-17,2020-04-17,41,30669.45,0.0,30669.45
b78eb6c53a0a,31ab864d6918,9dfb688e46f3,2024-01-22,2024-01-22,43,41089.09,0.0,41089.09
1c98200354af,41b22831a537,3da8eef4fef2,2021-12-17,2021-12-17,20,13873.19,0.0,13873.19
d800ea946c54,119fc927c12e,520c845dde88,2023-02-18,2023-02-18,25,993.29,0.0,993.29
ddfad763ba5b,638839993d7d,7c1d13eeb983,2022-12-14,2022-12-14,6,129.79,0.0,129.79
5145037e82ce,74e9c095761b,2229196545d7,2021-11-30,2021-11-30,50,23059.81,0.0,23059.81
bde6e1c01720,adf911a10b5c,ace6f1af0777,2022-11-05,2022-11-05,50,37096.09,0.0,37096.09
68eca6d67b9f,6698d3a3bab7,e1ab9b5c54f9,2020-09-25,2020-09-25,39,1558.11,0.0,1558.11
8edc33d96f47,,cfc5524e02f1,2022-06-15,2022-06-15,3,1957.84,0.0,1957.84
e2b3fa27e341,31ab864d6918,fddf201a65f0,2024-03-13,2024-03-13,29,12496.7,537.36,11959.34
8376cda9b5c3,73973d37dab0,5dae24f1c6b7,2023-10-21,2023-10-21,37,23134.03,0.0,23134.03
4ebaadc9a89b,30b0cc58f318,a28f10595545,2020-11-27,2020-11-27,13,3801.05,0.0,3801.05
c59921240695,63a3a6aac2fe,7386f58127f3,2020-07-29,2020-07-29,46,36219.26,0.0,36219.26
8be6521e401f,7b2dd70078e9,6b95c48aaa47,2022-11-17,2022-11-17,10,6072.28,139.66,5932.62
d432d10a6dbb,25e941e73e75,459ae78ee6d3,2022-04-29,2022-04-29,4,1257.55,0.0,1257.55
d80b57f7e763,e0ac748ba43b,459ae78ee6d3,2021-10-14,2021-10-14,7,2714.46,0.0,2714.46
4e5210741830,dad819b0207d,ed8f14618595,2023-11-26,2023-11-26,9,3426.26,0.0,3426.26
0c22d994654f,dcd3939a4216,9dfb688e46f3,2021-03-17,2021-03-17,10,7944.12,0.0,7944.12
c1d97c6d7806,2c191986838c,e5b0897fe847,2021-09-08,2021-09-08,8,4937.84,0.0,4937.84
9d860dbd62a0,ef6abefb827e,6d2dc4462eaa,2023-05-07,2023-05-07,35,8274.64,0.0,8274.64
a95d2f98fa3c,aa3e31d5ef9c,091b5b2306f4,2023-06-13,2023-06-13,23,10629.88,0.0,10629.88
5e65cc283ed2,92e3f2730357,90bb7006a461,2022-12-13,2022-12-13,35,25985.9,0.0,25985.9
e8fbf529d1b2,4ab024e0f841,6e3433aaf26b,2023-07-25,2023-07-25,25,5933.65,0.0,5933.65
21826f28c8f6,7e2b91a7e011,e5b0897fe847,2024-02-10,2024-02-10,43,36495.47,0.0,36495.47
cf517c7d8270,7492940dae1c,999481f026b2,2023-01-23,2023-01-23,22,3984.23,0.0,3984.23
b7afd1e18419,5c4eeceb4135,8e42f5b172db,2023-07-17,2023-07-17,12,10878.17,0.0,10878.17
a21be53a4978,be7c9e834229,2dd08ca9a60e,2020-03-30,2020-03-30,13,7335.24,0.0,7335.24
0a2b58a4b683,b59716505c37,ed8f14618595,2021-06-02,2021-06-02,3,1139.28,0.0,1139.28
fd94fc13d33c,c35aec8b0a43,65179f62f1ab,2021-07-13,2021-07-13,8,6373.85,0.0,6373.85
6a75426ff7a1,ca61f70758cc,78846e412796,2021-01-17,2021-01-17,32,18548.9,0.0,18548.9
d05fbafdf58d,2e4924f7b201,dc9a120bf6dc,2022-05-19,2022-05-19,6,1789.44,0.0,1789.44
223088a4821e,cb00c326cde3,791de21059e1,2021-11-02,2021-11-02,43,13307.73,0.0,13307.73
88e9abb2220d,f7e4401ef9ba,ea01d2f0c612,2022-07-04,2022-07-04,3,1248.87,0.0,1248.87
d8deee347d5d,7ff612259be4,fe88323aa47c,2020-06-02,2020-06-02,43,2958.13,0.0,2958.13
75c598c8ac93,961bf5ede0b3,3da8eef4fef2,2024-10-04,2024-10-04,39,23877.83,0.0,23877.83
8231791a6683,5465afdd9e84,1338b20b0557,2022-01-11,2022-01-11,25,15343.46,0.0,15343.46
e454bed38aa1,1d4c27fa2cca,6a8c71f41770,2022-06-28,2022-06-28,49,19445.42,0.0,19445.42
fb001c2a888b,c6fd5ae29da7,c1ec1f84d61b,2020-08-20,2020-08-20,2,1141.88,0.0,1141.88
50a23ae39e19,0f6ffc4abb4e,e932eb52f767,2021-06-17,2021-06-17,46,15744.14,0.0,15744.14
000b4cbe6c03,42718396ea39,2dd08ca9a60e,2020-09-08,2020-09-08,9,5008.08,365.59,4642.49
0823a2d648b7,ffd7314f1b59,7c1d13eeb983,2024-09-27,2024-09-27,21,458.89,0.0,458.89
4caf6d5beec5,fad45530b963,0368fe938df0,2023-12-28,2023-12-28,46,19802.58,0.0,19802.58
7ada36c47370,ec15ce5b25ea,2dd08ca9a60e,2024-06-10,2024-06-10,9,3696.71,0.0,3696.71
ecbd632b93fe,5ea3cb86c6b3,7386f58127f3,2020-09-22,2020-09-22,40,32009.94,0.0,32009.94
1cff90c0604d,b080853cfc05,4394e0c1508d,2022-04-21,2022-04-21,50,13231.61,0.0,13231.61
f6ec21d5e87a,ea45c55e1c49,6b95c48aaa47,2022-08-12,2022-08-12,44,23122.63,0.0,23122.63
7d6eac2aa9ed,862b8f9d1753,d96541af0a6a,2024-04-21,2024-04-21,9,1794.04,0.0,1794.04
431731357cf8,7f8cccb9fcf9,1a6d32022bb8,2020-12-03,2020-12-03,11,6539.59,0.0,6539.59
ec4cfd81e9ed,31ab864d6918,791de21059e1,2021-05-28,2021-05-28,13,4783.76,0.0,4783.76
c91630f40423,e0d99171b9b2,348b9da2ae8f,2022-10-26,2022-10-26,42,6519.37,0.0,6519.37
c2ae5a71e4f3,30f44b6cd009,568111613538,2021-11-22,2021-11-22,37,13140.2,0.0,13140.2
15e95238d479,c41afb62489a,db501eba2370,2021-06-26,2021-06-26,42,15612.43,0.0,15612.43
dd9c9bc45927,0628f4421a6f,3515c88090a9,2021-08-16,2021-08-16,42,11969.63,0.0,11969.63
174c9b2c33d6,28322c0d1d6c,256894ada995,2020-05-29,2020-05-29,45,14134.68,0.0,14134.68
54032a207061,882f95ad3779,3da8eef4fef2,2021-10-02,2021-10-02,46,23524.52,0.0,23524.52
ce9b7f262cdb,cece4f4ec9f9,5dae24f1c6b7,2022-11-20,2022-11-20,36,14551.87,0.0,14551.87
381f2978c261,f0f62be4e41e,ace6f1af0777,2020-04-13,2020-04-13,19,16899.64,0.0,16899.64
d653f866df18,867d565a14b4,a5c6a1018b87,2023-03-29,2023-03-29,47,4251.7,0.0,4251.7
e5e9cc2b023a,46c8efcd6e16,520c845dde88,2022-10-15,2022-10-15,2,58.95,0.0,58.95
986c1a74efad,da12f2b1634d,999481f026b2,2020-04-09,2020-04-09,4,557.78,0.0,557.78
cc908b263bc0,dad819b0207d,1631ab9ec385,2020-01-17,2020-01-17,7,1484.11,0.0,1484.11
1fd8e7fb8ddd,a481a6e690ce,6e3433aaf26b,2022-03-31,2022-03-31,4,792.21,0.0,792.21
91e01b7761e3,6c1945ef56f5,6b95c48aaa47,2024-04-14,2024-04-14,36,16689.96,0.0,16689.96
1754a9ac03bd,8426030cf787,5ac038e72743,2022-02-03,2022-02-03,22,8035.65,0.0,8035.65
3c207779c645,da3412d15174,6f0e79b42d19,2020-03-23,2020-03-23,3,947.65,0.0,947.65
c39b9a4854b1,259cfa42932f,568111613538,2022-11-21,2022-11-21,9,3791.0,0.0,3791.0
43a2625c8392,638839993d7d,1a6d32022bb8,2023-04-30,2023-04-30,22,14404.24,0.0,14404.24
a69a9971413a,3eaa54dc9967,1a4342d78389,2022-01-24,2022-01-24,22,1613.0,0.0,1613.0
8f895dca7858,35d2bcc3b32d,0020bcef733a,2023-07-12,2023-07-12,2,697.65,0.0,697.65
37d3978baac8,5d3458b63516,db501eba2370,2021-04-11,2021-04-11,47,15842.69,0.0,15842.69
4edf164bf617,9d063168f90d,5da6f21ae473,2020-10-29,2020-10-29,44,6485.77,0.0,6485.77
e00a4c1c2b66,ea8452a1b6e6,27277b752d50,2022-05-07,2022-05-07,10,2459.15,0.0,2459.15
3e35f84f0ec6,83add15c6b8f,3334cbbf5506,2024-01-29,2024-01-29,4,2225.33,0.0,2225.33
5fa4119413ea,c249adc48c17,4394e0c1508d,2022-02-10,2022-02-10,21,7150.02,0.0,7150.02
3ff4d9b8c21b,8755cf5bd915,2039b941ed19,2024-11-11,2024-11-11,47,40893.89,0.0,40893.89
83705772ecf7,4a047b4edb0f,49ba8e93926a,2023-02-16,2023-02-16,20,11855.49,0.0,11855.49
90823bc21527,9509000619b3,0020bcef733a,2023-12-14,2023-12-14,32,9672.59,570.68,9101.91
b4248add085c,aa2a3c8a7d2c,c38a7bcf3a53,2020-09-06,2020-09-06,37,13449.99,847.35,12602.64
155b5f34c59d,94148f44670d,3da8eef4fef2,2021-08-17,2021-08-17,3,1507.49,0.0,1507.49
a7723f839747,d53a1acc4d1a,fa32c1ea912e,2022-09-08,2022-09-08,14,8327.36,707.83,7619.53
79542fed45ec,96fbf1efe3d5,c5de84a42dc7,2023-06-14,2023-06-14,48,3233.42,0.0,3233.42
ba3b8048d20b,6bb517d44853,5c67ff91b651,2020-04-17,2020-04-17,7,4912.16,0.0,4912.16
9aa357a297f8,95b08dcc92a8,7386f58127f3,2020-11-19,2020-11-19,27,19510.12,0.0,19510.12
e5659d348859,762ed830f02c,c38a7bcf3a53,2021-10-19,2021-10-19,19,6809.26,0.0,6809.26
2c338bc76144,e0d99171b9b2,3334cbbf5506,2024-01-20,2024-01-20,3,1825.97,63.91,1762.06
56abe8aed7b7,634762e2c181,5ac038e72743,2024-06-01,2024-06-01,32,9578.03,1101.47,8476.56
584fece69cd8,9f931bb14d80,0dd77115c4f3,2021-09-03,2021-09-03,37,7701.25,0.0,7701.25
de5144535ce4,a4db758469be,3515c88090a9,2022-12-09,2022-12-09,32,8869.54,0.0,8869.54
b850f03a77d2,f280b3fd3f85,65179f62f1ab,2020-11-28,2020-11-28,47,31902.27,0.0,31902.27
fc6d2800de80,5746bfd3b4db,8d4b91272e30,2023-03-08,2023-03-08,-44,11733.32,410.67,11322.65
5d5f49e925f3,1bbea2fd00cb,69fc85a67325,2021-11-02,2021-11-02,6,3947.86,90.8,3857.06
dcfc72f7fcaa,18c31d2615e8,091b5b2306f4,2021-06-18,2021-06-18,25,11520.74,1336.41,10184.33
5693c502e541,2efbc894d09a,db501eba2370,2020-01-24,2020-01-24,17,7955.19,0.0,7955.19
b06e2df98121,df0659fb21d6,0368fe938df0,2022-04-10,2022-04-10,44,15626.64,0.0,15626.64
7b672bd12c24,3399bf49212a,2c14f3f7e531,2021-08-27,2021-08-27,24,7962.22,0.0,7962.22
a1e7491ad37e,2a65da67ea77,568111613538,2022-02-04,2022-02-04,27,13699.74,0.0,13699.74
1b8eb64fc7fb,dd41ab8a40cd,18d5ef5bc982,2021-05-21,2021-05-21,44,25192.62,0.0,25192.62
eb0688b96179,90680587e01d,1338b20b0557,2020-06-08,2020-06-08,37,14946.34,1883.24,13063.1
c88c7c6de49f,62b736ad6f39,43732b545005,2020-12-02,2020-12-02,21,9996.83,0.0,9996.83
ddc44eb602ab,b700f247b6ea,348b9da2ae8f,2022-11-11,2022-11-11,29,6228.15,0.0,6228.15
e3bc1a17ac61,540f2386f45e,9ddae13c6c7b,2022-08-04,2022-08-04,44,40557.86,0.0,40557.86
ef11af6329e9,04fbcf2800d2,2229196545d7,2023-03-30,2023-03-30,5,1794.02,0.0,1794.02
3d1cfcffdd3a,254c9ac7c99a,ed8f14618595,2020-03-05,2020-03-05,19,6112.54,0.0,6112.54
df39ff622305,5465afdd9e84,a28f10595545,2022-02-05,2022-02-05,25,6189.33,0.0,6189.33
84561cba3c44,c2d7e2288b91,3515c88090a9,2020-09-29,2020-09-29,42,11500.11,310.5,11189.61
640827ed29de,9a48173fde3a,dc9a120bf6dc,2021-04-01,2021-04-01,1,348.53,0.0,348.53
e4c2c4630000,ed8cb5e1ec0d,1631ab9ec385,2022-02-15,2022-02-15,15,2878.15,0.0,2878.15
7db7ed1afe2c,35d2bcc3b32d,18d5ef5bc982,2020-08-19,2020-08-19,3,1759.38,0.0,1759.38
917671ef938b,e3eb1a2c43c3,e5b0897fe847,2021-02-26,2021-02-26,5,3192.12,0.0,3192.12
896db20c349d,654c927d3dec,c1ec1f84d61b,2024-02-25,2024-02-25,3,1457.38,0.0,1457.38
bea560bf694b,327b8bfc1bce,c8def53aa5e1,2022-10-28,2022-10-28,19,1754.47,0.0,1754.47
075b6a2c5d2b,94148f44670d,3eb8c47695d0,2024-08-03,2024-08-03,21,1586.22,210.97,1375.25
2964b3de4ef6,d979cb42d1d3,1a6d32022bb8,2021-07-17,2021-07-17,4,2683.41,0.0,2683.41
57455097ef7d,28f75b816f29,3b0e4cfdd3b3,2023-02-12,2023-02-12,32,11023.12,0.0,11023.12
4cd7da7ea6af,cebcfecb281d,27277b752d50,2023-11-27,2023-11-27,27,6623.38,0.0,6623.38
fa292cf36b59,d0c07c721fca,ff1611f630b9,2021-09-07,2021-09-07,46,14395.84,0.0,14395.84
0021a71c60bf,4b809847111d,9ddae13c6c7b,2022-12-21,2022-12-21,9,6790.97,0.0,6790.97
16a03673d410,2d588b6e3c3c,5dae24f1c6b7,2020-07-08,2020-07-08,35,19594.68,0.0,19594.68
b6a07257c452,8819adb6ce95,6e3433aaf26b,2024-11-24,2024-11-24,5,807.48,0.0,807.48
43c891b61fed,b080853cfc05,f12aa4e8831a,2024-11-15,2024-11-15,22,15861.39,0.0,15861.39
82709e9d0347,f9550930b52b,e8c7cab22da2,2024-03-09,2024-03-09,49,29146.77,0.0,29146.77
3c1134ee0375,68783a793ffd,7386f58127f3,2021-10-20,2021-10-20,50,29923.3,0.0,29923.3
b6ac2807f971,92e3f2730357,69fc85a67325,2024-12-12,2024-12-12,32,21777.16,0.0,21777.16
52266f27b4eb,d824ebf91c32,f12aa4e8831a,2022-01-29,2022-01-29,21,16070.26,0.0,16070.26
bc1ed68ed7e5,9066a74178c3,7386f58127f3,2023-04-11,2023-04-11,38,28314.74,0.0,28314.74
b6c436f110c6,2ba2230f3c97,c1ec1f84d61b,2022-10-19,2022-10-19,36,19808.47,0.0,19808.47
b2dfc042a401,2efbc894d09a,f33627ed7e64,2024-02-23,2024-02-23,32,12558.84,0.0,12558.84
ec7e8de13c32,9223971c8f8d,b2058f1a72d0,2021-01-11,2021-01-11,35,16115.08,0.0,16115.08
e1d251d9a8d8,10666cad13a7,1f25906ddfd2,2020-04-09,2020-04-09,49,25847.47,0.0,25847.47
b115adb06db1,a2c6033263c5,0dd77115c4f3,2021-03-23,2021-03-23,33,6389.25,0.0,6389.25
6b6461822d6b,3e6f326efa06,37c22120b588,2022-09-26,2022-09-26,2,408.21,0.0,408.21
8d0e1ba08968,aa2a3c8a7d2c,1631ab9ec385,2021-08-10,2021-08-10,2,439.69,0.0,439.69
1c28804eb9da,ba936db6ec09,c5de84a42dc7,2020-07-16,2020-07-16,34,1809.7,0.0,1809.7
b6ca155c33eb,96c7d03cc7cd,5ac038e72743,2020-06-10,2020-06-10,24,10476.37,0.0,10476.37
0975d0004f06,fad45530b963,7c1d13eeb983,2024-08-22,2024-08-22,6,130.26,0.0,130.26
602b23523384,6d33b834a072,5da6f21ae473,2023-02-05,2023-02-05,31,4081.45,0.0,4081.45
542b48984b6a,d749e67aa91d,f33627ed7e64,2024-05-25,2024-05-25,22,9096.68,0.0,9096.68
1e460f7d4d6a,362b3d9d5c0c,5c67ff91b651,2021-03-08,2021-03-08,45,39405.53,0.0,39405.53
eccd556670ea,e37e57b93f67,3515c88090a9,2023-02-28,2023-02-28,43,7646.64,0.0,7646.64
2f6e336fa6b7,862b8f9d1753,3da8eef4fef2,2024-03-20,2024-03-20,-46,30010.23,0.0,30010.23
b307d6c3e0b5,c42d134c2466,79f6d802ad89,2023-10-18,2023-10-18,35,3582.5,0.0,3582.5
6f7b00ace862,2efbc894d09a,791de21059e1,2022-10-22,2022-10-22,48,20469.82,0.0,20469.82
6d43acae32a5,3134fc219e76,568111613538,2024-04-23,2024-04-23,40,22627.12,0.0,22627.12
3a6127f1bc1a,7b2dd70078e9,6b95c48aaa47,2022-10-01,2022-10-01,15,7251.47,0.0,7251.47
ef277171dd27,c2d7e2288b91,5da6f21ae473,2020-06-24,2020-06-24,50,8962.59,0.0,8962.59
a8f301e59786,7f8cccb9fcf9,5da6f21ae473,2023-12-28,2023-12-28,41,5738.57,0.0,5738.57
249359a8cc4a,df0659fb21d6,71421cc4a202,2022-01-07,2022-01-07,49,16193.48,0.0,16193.48
bce14cb90a80,60fdb28983f7,69fc85a67325,2022-04-15,2022-04-15,7,3698.23,0.0,3698.23
5ed77d694336,4e8f476340d2,79f6d802ad89,2020-01-26,2020-01-26,19,2031.93,0.0,2031.93
c8c45cff56dc,37c1720bdccb,db501eba2370,2022-12-03,2022-12-03,11,5223.08,0.0,5223.08
5e5065258f73,46e23dfe7e70,90bb7006a461,2020-12-08,2020-12-08,28,18392.6,0.0,18392.6
d123e22e5ca4,4a047b4edb0f,cfc5524e02f1,2023-07-04,2023-07-04,32,22882.99,0.0,22882.99
46dbd2882963,1fd6a794f6c0,65179f62f1ab,2024-09-19,2024-09-19,40,26055.58,0.0,26055.58
7e7116013ffc,af37262a5119,ae0c1ea10474,2020-10-05,2020-10-05,20,12684.94,0.0,12684.94
edbc017d0682,22b27fb89586,27277b752d50,2021-08-19,2021-08-19,48,13543.98,0.0,13543.98
35cbccc1fdb7,c4306cba2120,49ba8e93926a,2024-07-30,2024-07-30,26,16664.41,0.0,16664.41
4b5a50c41ac5,74e9c095761b,7c1d13eeb983,2024-04-21,2024-04-21,36,554.09,62.06,492.03
75f28de51bff,768f525605f0,8d4b91272e30,2024-08-29,2024-08-29,45,8341.84,0.0,8341.84
4214b850b77f,7ae1ec8148d5,2c14f3f7e531,2021-09-12,2021-09-12,16,4399.6,0.0,4399.6
8d81434656fc,bbef7976618c,ae0c1ea10474,2022-09-08,2022-09-08,38,25162.25,2038.14,23124.11
08e377a30064,b59716505c37,8a0b6d17b12e,2024-06-07,2024-06-07,24,10044.1,0.0,10044.1
0b9713af8a5a,2804f4e48008,2039b941ed19,2021-05-23,2021-05-23,43,37138.16,0.0,37138.16
de9ae0570aeb,5465afdd9e84,3eb8c47695d0,2023-08-17,2023-08-17,26,2789.19,0.0,2789.19
03032e642df2,145ddb49fa9d,009da4c25139,2021-03-30,2021-03-30,33,10513.33,0.0,10513.33
77ad77514b6c,7721e9d82d2b,5ac038e72743,2022-08-06,2022-08-06,50,19343.12,0.0,19343.12
729d876daecd,3e6f326efa06,c5de84a42dc7,2021-08-28,2021-08-28,27,2109.65,0.0,2109.65
3e8ad0ff8aa4,25e941e73e75,520c845dde88,2021-12-03,2021-12-03,30,1270.24,0.0,1270.24
9cd3828aa195,db75c7a4efaf,78a4b93ce4ff,2022-07-15,2022-07-15,21,1106.85,0.0,1106.85
9568d8b780db,8eaf256db9cb,f33627ed7e64,2020-08-11,2020-08-11,44,20255.82,0.0,20255.82
88646205d08d,8a9144fc19eb,0368fe938df0,2021-11-08,2021-11-08,36,12299.24,0.0,12299.24
99672e4e912d,f6055b44d7fe,2c14f3f7e531,2023-09-08,2023-09-08,28,8327.04,940.96,7386.08
bbcc4321a902,aa3e31d5ef9c,79f6d802ad89,2020-01-10,2020-01-10,46,4407.85,0.0,4407.85
a39d46d6a816,bd767dc998e3,c5de84a42dc7,2024-06-25,2024-06-25,35,1905.93,0.0,1905.93
2c53dd4cde46,b700f247b6ea,4394e0c1508d,2023-08-01,2023-08-01,21,6103.09,0.0,6103.09
2c5c5ae8bac7,33a7fa67e05c,e1ab9b5c54f9,2020-12-19,2020-12-19,44,2066.29,0.0,2066.29
b723ecf5ae85,93546766971b,27277b752d50,2020-08-29,2020-08-29,16,3713.36,0.0,3713.36
2d391a9acfc2,1304f8229458,ae0c1ea10474,2020-10-09,2020-10-09,37,24279.74,0.0,24279.74
a1ff47c78dac,5465afdd9e84,b4671d06768a,2023-02-10,2023-02-10,11,6453.59,0.0,6453.59
6fa49b6773b2,58876afc4fe0,999481f026b2,2020-01-20,2020-01-20,32,4099.45,508.33,3591.12
